"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"18130","ENST00000434382","2_233_422",191,11.5,8.5,14,11,8,11,7.5,5,4.5,2,3,3,"VKORC1L1"
"18131","ENST00000222390","9_228_2412",2201,0,0,0.5,2.5,0,1,4,3,2,2,1,1,"HGF"
"18132","ENST00000457544","6_78_2247",2186,0,0,0.5,2.5,0,1,4,3,2,2,1,1,"HGF"
"18133","ENST00000338588","7_267_786",521,25,44,45,20,22,21,5,4,7,2,0,0,"FAM180A"
"18134","ENST00000615196","4_1099_1342",247,5,13,10,9,8,8,10,8,14,2,3,2,"ATP6V0E2"
"18135","ENST00000320248","3_1741_2836",1097,3,1,4,0,0,2,1,1,0,2,1,1,"KBTBD11"
"18136","ENST00000528323","5_247_895",652,8.33,9.33,9.67,10.5,10,8.33,5.33,4.83,4,2,0.33,0.33,"NEIL2"
"18137","ENST00000358919","6_234_291",57,1,1,2,0,3,1,2,3,5,2,5,12,"DLC1"
"18138","ENST00000221132","7_66_1470",1413,8,11,18,4,7,9,5,5,3,2,1,0,"TNFRSF10A"
"18139","ENST00000290271","6_285_1026",744,5,12,12,4,8,3,2,0,2,2,0,1,"STC1"
"18140","ENST00000380353","8_149_284",139,2.73,3.2,2.9,1.33,2.17,0.83,4.17,1.5,0.53,2,0.83,1.53,"ELP3"
"18141","ENST00000523116","5_34_541",512,20.5,24,14,12.5,14,15,7,12.5,11,2,4,3.5,"LEPROTL1"
"18142","ENST00000524602","5_1917_2913",999,10,7.5,7.5,4.5,6,4,1.5,1.5,3.5,2,1.5,2.5,"CHD7"
"18143","ENST00000395923","5_593_1040",449,1,1,0,0,2,0,1,1,2,2,0,3,"NCALD"
"18144","ENST00000407775","6_251_3704",3462,25,25,21,26,29,22,7,3,2,2,2,4,"ZFPM2"
"18145","ENST00000314393","5_869_3347",2480,19,17,11,18,12,10,3,0,2,2,7,6,"ZHX2"
"18146","ENST00000336138","3_145_769",627,3,5,3,1,4,3,1,1,1,2,0,0,"THEM6"
"18147","ENST00000618853","4_477_3969",3515,3,6,8,5,6,6,6,4,5,2,4,2,"OPLAH"
"18148","ENST00000292524","5_264_1626",1366,18,39,34,12,16,20,12,18,9,2,6,9,"LRRC14"
"18149","ENST00000262352","7_660_1809",1159,2,3,1,1,1,3,2,2,1,2,1,5,"SLC1A1"
"18150","ENST00000404796","2_114_543",435,17,18.5,16,14,15.5,17.5,11.5,7,7,2,2,3,"RP11-145E5.5"
"18151","ENST00000325870","2_631_1738",1110,0,4,3,13,9,7,6,10,9,2,3,6,"DMRTA1"
"18152","ENST00000445726","5_557_863",309,21,10,24,9,9,11,1,5,4,2,3,4,"FAM219A"
"18153","ENST00000619700","1_36_252",219,10.83,16.08,12.17,12.08,14.33,9.67,11.17,7.5,9.08,2,1.75,2,"GLIPR2"
"18154","ENST00000396613","7_380_524",146,9.5,14.75,10.5,10.75,13,9,9.5,6.5,7.75,2,1.75,2,"GLIPR2"
"18155","ENST00000375579","7_304_553",253,2.5,0.5,1.5,2,2.5,2.5,2,4,0,2,0.5,1,"CENPP"
"18156","ENST00000375256","4_496_1348",856,39,54,48,47,36,18,11,12,6,2,2,5,"ZNF367"
"18157","ENST00000373603","5_92_1085",1004,57.75,62,52.5,39,34.5,40,10.25,9.5,8,2,2.75,1.5,"NEK6"
"18158","ENST00000539416","5_75_1089",1025,57.75,62,52.5,39,34.5,40,10.25,9.5,8,2,2.75,1.5,"NEK6"
"18159","ENST00000373600","7_216_1257",1052,57.75,62,52.5,39,34.5,40,10.25,9.5,8,2,2.75,1.5,"NEK6"
"18160","ENST00000320246","9_167_1085",928,57.75,62,52.5,39,34.5,40,10.25,9.5,8,2,2.75,1.5,"NEK6"
"18161","ENST00000419060","5_1419_2100",685,6.5,14,11.5,6.5,8.5,12,6,10,5,2,1,3,"PTRH1"
"18162","ENST00000543175","4_19_661",646,6.5,14,11.5,6.5,8.5,12,6,10,5,2,1,3,"PTRH1"
"18163","ENST00000371897","8_38_1373",1343,11,12,14,14,13.5,11.5,2.5,4.5,8,2,0,2,"SLC2A6"
"18164","ENST00000371899","8_79_1600",1530,11,14,14,16,16.5,15.5,4.5,4.5,11,2,0,2,"SLC2A6"
"18165","ENST00000277554","3_1240_1918",680,35,63,41,24,23,23,2,5,9,2,5,5,"NACC2"
"18166","ENST00000479452","5_141_828",693,8,11,6,9,7,9,6,11,6,2,2,3,"EXD3"
"18167","ENST00000317552","8_295_397",103,1,6,2,5,4,1,3,11,4,2,0,3,"MID1"
"18168","ENST00000318636","7_221_1088",875,30,31,31,26,29,26,14,14,8,2,2,4,"CA5B"
"18169","ENST00000380060","7_699_5229",4539,5.5,4.5,5.5,7,3.5,7.5,5,2.5,4,2,1,0,"NHS"
"18170","ENST00000398097","7_275_4697",4432,5.5,4.5,5.5,7,3.5,7.5,5,2.5,4,2,1,0,"NHS"
"18171","ENST00000404933","6_230_320",93,6,6,8,5,7,10,11,9,9,2,3,6,"SMS"
"18172","ENST00000361471","8_403_1945",1554,1.83,4.7,3.43,3.77,2.37,2.33,2.17,1.67,2.23,2,2.53,1.5,"DMD"
"18173","ENST00000378723","7_448_2029",1594,1.83,4.7,3.43,3.77,2.37,2.33,2.17,1.67,2.23,2,2.53,1.5,"DMD"
"18174","ENST00000378707","7_3190_4717",1541,1.33,4.2,3.43,3.27,2.37,1.83,2.17,1.17,1.73,2,2.53,1.5,"DMD"
"18175","ENST00000541735","5_3190_4387",1207,1.33,3,2.83,2.67,2.17,1.83,2.17,1.17,1.33,2,2.33,1.5,"DMD"
"18176","ENST00000638583","1_61_397",338,2,4,1,2,3,3,3,3,2,2,0,4,NA
"18177","ENST00000375340","10_129_309",181,2.83,1.5,4.17,7.83,2.5,2.83,0.83,3.83,2.83,2,3.5,1.83,"SMC1A"
"18178","ENST00000425133","2_179_239",60,12,13,11,11,16,9,10,10,17,2,6,2,"FAM104B"
"18179","ENST00000304758","5_797_2822",2034,3,2.5,5.5,5.5,4.5,8,3,4,5,2,1.5,4,"AMOT"
"18180","ENST00000357166","10_278_356",78,3,3,7,9,5,9,10,6,8,2,0,2,"ZDHHC9"
"18181","ENST00000308167","9_735_2370",1639,67,89,82,41,47,41,10,14,12,2,6,6,"ELF4"
"18182","ENST00000414371","6_282_519",241,2,2.67,1.33,0.67,1,0.67,2,1.67,1.33,2,1.67,4.33,"FAM122C"
"18183","ENST00000370028","7_1232_3017",1799,27,58,68,51,37,50,29,36,29,2,5,13,"ARHGAP4"
"18184","ENST00000369484","7_749_884",135,11,10,18,12,6,8,13,14,10,2,3,4,"CMC4"
"18185","ENST00000615946","4_289_544",259,1,0,0.23,0,0.23,0.08,0.33,0.58,0.14,1.98,0.08,0.33,"BCL2L11"
"18186","ENST00000614942","4_182_512",334,6.68,12.6,11,8.62,8.68,5.87,2.25,5.6,4.65,1.97,0.65,2.18,"ARFRP1"
"18187","ENST00000617641","4_138_540",407,4.83,6.76,7.05,5.21,6.46,5.77,6.86,4.34,5.64,1.97,2.59,3.85,"PCDHGC3"
"18188","ENST00000638714","1_28_400",376,1.85,2.24,1.8,2.11,2.41,1.53,2.18,2.13,2.54,1.96,1.27,2.1,NA
"18189","ENST00000535983","5_54_2139",2096,3.59,2.11,3.65,3.29,4.32,3.08,1.55,0.68,1.96,1.93,0.63,0.45,"DISC1"
"18190","ENST00000533076","5_1238_1499",265,13.17,15.17,13.75,12.25,12.33,11.5,9,6.25,6,1.92,0.25,2.08,"SLC39A13"
"18191","ENST00000416151","6_1208_1340",134,21.2,20.12,12.43,13.28,14.53,14.45,3.98,3.67,3.87,1.92,2,2.53,"KNSTRN"
"18192","ENST00000598418","5_196_421",227,6.67,9.33,9.25,7.83,4.08,6.25,7,7.33,6.25,1.92,2.25,2.75,"JOSD2"
"18193","ENST00000601423","5_5_227",224,6.67,9.33,9.25,7.83,4.08,6.25,7,7.33,6.25,1.92,2.25,2.75,"JOSD2"
"18194","ENST00000313236","9_54_1152",1107,5.63,5.63,4.2,4.3,4.3,2.7,3.4,2.7,4.53,1.9,1.7,1,"TMEM25"
"18195","ENST00000524725","5_413_1379",974,5.3,5.3,4.2,4.3,4.3,2.7,3.4,2.7,4.2,1.9,1.7,1,"TMEM25"
"18196","ENST00000354194","4_82_292",211,0,0,0,0.37,1.47,0.4,4.73,5.87,3.9,1.9,3.9,5.12,"VMO1"
"18197","ENST00000640175","1_29_305",280,1.98,2.48,1.85,2.31,2.31,1.5,2.07,1.64,2.09,1.88,1.3,2.07,NA
"18198","ENST00000358757","5_22_100",79,0,0,0,0,0.2,0.2,0,0.53,0,1.87,1.13,1.67,"RP11-463D19.2"
"18199","ENST00000419880","7_77_188",113,0,0,0,0,0.2,0.2,0,0.53,0,1.87,1.13,2.67,"UBE2W"
"18200","ENST00000517608","5_78_156",79,0,0,0,0,0.2,0.2,0,0.53,0,1.87,1.13,1.67,"UBE2W"
"18201","ENST00000355680","7_740_917",181,8.86,23.71,12.43,10.43,9.43,9.43,11.29,12.29,11.71,1.86,5.14,8.43,"PRMT2"
"18202","ENST00000347652","6_119_2048",1938,0.67,0,0.67,0.67,2.17,0.33,0.33,0.33,0.67,1.83,0.33,1.33,"VCAM1"
"18203","ENST00000294728","6_345_2319",1983,0.67,0,0.67,0.67,1.67,0.33,0.33,0.33,0.67,1.83,0.83,1.33,"VCAM1"
"18204","ENST00000278243","8_202_1147",952,4.17,7,7.33,7.17,7.92,5.25,5.92,4.67,4.58,1.83,1,1.25,"PGAP2"
"18205","ENST00000300730","10_197_947",756,4.17,7,7.33,7.17,7.92,5.25,5.92,4.67,4.58,1.83,1,1.25,"PGAP2"
"18206","ENST00000396986","6_197_959",768,4.17,7,7.33,7.17,7.92,5.25,5.92,4.67,4.58,1.83,1,1.25,"PGAP2"
"18207","ENST00000216780","8_269_2189",1931,22.17,20.67,17.67,18.17,14.5,12.17,11.67,9.83,9.83,1.83,1,2.33,"PCK2"
"18208","ENST00000556347","1_99_435",340,36.5,48.33,42.17,32.33,30.5,16.5,8.5,8.83,7,1.83,1.5,0.5,"RP11-47I22.4"
"18209","ENST00000290894","12_634_1765",1137,10.42,7.5,14.58,7.42,7,6.5,3,10.42,4.33,1.83,1.92,5.75,"SHF"
"18210","ENST00000458022","6_210_927",721,8.42,6.5,13.25,7.42,6.67,6.5,2.67,10.08,4,1.83,1.58,5.42,"SHF"
"18211","ENST00000346932","9_241_2473",2246,2.67,3.08,1.5,1.5,0.5,2.83,2.42,1.67,1.75,1.83,1.08,2.25,"SEZ6L2"
"18212","ENST00000617185","4_1353_1515",163,7.41,11.67,11.33,7.5,8.58,8.82,3.83,4.83,4,1.83,1.83,1.5,"TP53"
"18213","ENST00000316694","7_196_1585",1399,17.33,18.17,21.5,19.33,17.67,19.5,11.5,9.67,8.17,1.83,2.5,5.83,"SHMT1"
"18214","ENST00000354098","7_160_1432",1281,16.83,17.67,21.5,18.83,15.67,18.5,9,9.17,7.17,1.83,2.5,5.83,"SHMT1"
"18215","ENST00000273062","6_337_1120",791,74.17,102.33,82.17,46.33,50.67,39.5,10,12.67,13,1.83,1.5,4,"CTDSP1"
"18216","ENST00000232375","7_243_1521",1290,26.33,27.5,23.67,9.5,12.17,14.17,2.67,4,0.67,1.83,2.67,0.67,"PFKFB4"
"18217","ENST00000383734","6_243_1416",1184,23.33,24.5,23.67,9,11.67,13.67,2.67,4,0.67,1.83,2.67,0.67,"PFKFB4"
"18218","ENST00000416568","5_243_1500",1269,26.33,27,23.67,9.5,12.17,14.17,2.67,4,0.67,1.83,2.67,0.67,"PFKFB4"
"18219","ENST00000478894","6_48_123",78,0.17,0.67,0,1,2,1.33,2.67,0.67,2.67,1.83,2,7.17,"MLF1"
"18220","ENST00000403422","7_129_942",817,14.83,14.17,14.17,13.17,15,16.33,7,6,4.83,1.83,2.33,0.5,"NEIL2"
"18221","ENST00000526349","5_362_884",525,18,17.83,21.5,11.67,10.17,12,9.5,8,3.83,1.83,1.67,2.5,"RNF170"
"18222","ENST00000519387","1_415_730",319,8.67,18,14.83,7.67,6.67,9.83,6.67,9.33,9.5,1.83,1.5,2.67,"LY6K"
"18223","ENST00000376438","5_628_1984",1367,8.17,9,7.83,9,9.5,5.33,5,3.83,0.83,1.83,1,0.67,"FRMD3"
"18224","ENST00000304195","7_520_1999",1489,12.17,9,7.83,10,10.5,7.33,5,3.83,0.83,1.83,1,0.67,"FRMD3"
"18225","ENST00000393256","7_274_868",598,0.6,0.37,1.23,0.1,0.83,0.08,0.33,1.12,0.24,1.81,1.72,2.73,"BCL2L11"
"18226","ENST00000621302","4_289_796",511,0.1,0.37,0.23,0.1,0.33,0.08,0.33,0.78,0.24,1.81,0.72,1.4,"BCL2L11"
"18227","ENST00000622509","4_289_805",520,0.1,0.37,0.23,0.1,0.33,0.08,0.33,0.78,0.24,1.81,0.72,1.4,"BCL2L11"
"18228","ENST00000550383","1_190_1486",1307,2,1.8,1.2,1.8,1.2,1.8,0.8,2.2,2,1.8,1,1.6,"P2RX5-TAX1BP3"
"18229","ENST00000225328","9_400_1666",1277,2,1.8,1.2,1.8,1.2,1.8,0.8,2.2,2,1.8,1.25,1.6,"P2RX5"
"18230","ENST00000345901","7_212_1406",1204,2,1.8,1.2,1.8,1.2,1.8,0.8,2.2,2,1.8,1.25,1.6,"P2RX5"
"18231","ENST00000547178","5_92_1355",1274,2,1.8,1.2,1.8,1.2,1.8,0.8,2.2,2,1.8,1.25,1.6,"P2RX5"
"18232","ENST00000551178","5_29_1220",1201,2,1.8,1.2,1.8,1.2,1.8,0.8,2.2,2,1.8,1.25,1.6,"P2RX5"
"18233","ENST00000429078","6_58_580",526,4.1,3.7,3.5,3.6,3.45,2.85,2.6,3.05,2.7,1.8,1,2,"CD302"
"18234","ENST00000607873","1_280_670",394,11.08,14.4,16.9,11.4,10.88,10.53,4.3,9.5,6.02,1.8,1.6,2.43,"ARFRP1"
"18235","ENST00000378719","6_239_1688",1458,30.15,31.55,29.45,29.55,28.8,27.5,11.85,12.05,9.15,1.8,2.65,0.8,"SEPT8"
"18236","ENST00000378701","5_125_1445",1329,31.9,33.55,30.45,33.55,31.8,32,12.85,12.8,10.15,1.8,2.65,1.3,"SEPT8"
"18237","ENST00000458488","2_84_1410",1335,32.15,33.55,30.45,33.55,31.8,32,12.85,13.05,10.15,1.8,2.65,1.3,"SEPT8"
"18238","ENST00000296873","11_285_1572",1296,30.65,32.05,28.45,29.55,27.8,26.5,12.35,12.05,9.15,1.8,2.65,1.3,"SEPT8"
"18239","ENST00000448933","5_345_1452",1114,30.15,31.3,27.2,28.8,27.8,26,12.1,12.05,8.4,1.8,2.4,1.3,"SEPT8"
"18240","ENST00000638779","1_151_949",805,6.35,5.17,6.21,5.73,4.92,4.97,5.51,5.79,4.43,1.79,2.41,3.62,NA
"18241","ENST00000528288","5_293_1031",745,8.92,7.83,9.08,8.75,7.25,4.33,1.08,3.42,2.33,1.75,0.83,0.83,"C11orf54"
"18242","ENST00000278715","7_152_1235",1098,4.25,5.75,4.75,5,6.5,4.5,1.75,1.25,1.5,1.75,0.75,0.5,"HMBS"
"18243","ENST00000544387","5_121_1084",977,3.75,5.75,4.75,4.5,6,4.5,1.75,1.25,1.5,1.75,0.75,0.5,"HMBS"
"18244","ENST00000394300","7_55_2293",2256,5.08,7,5.08,5.08,5,3.5,1.75,3,2.5,1.75,1.58,2,"FES"
"18245","ENST00000328850","7_293_2609",2335,4.75,7.5,4.75,4.75,5.5,3,1.75,2.5,2.5,1.75,1.25,2,"FES"
"18246","ENST00000543210","6_341_1028",692,28.5,35,34,21,21.75,20.75,6,4.5,8.75,1.75,2,2.25,"ABR"
"18247","ENST00000355301","8_5_1847",1859,2.25,2.5,2.25,2,2,3,1.25,2.25,0.75,1.75,2.75,1.75,"NPHP1"
"18248","ENST00000329319","7_399_900",506,11,13.5,11,10.33,12.75,12,9.25,9.33,8.25,1.75,2.25,3,"YBEY"
"18249","ENST00000339195","10_399_771",376,11,13.5,10.5,8.83,11.75,12,7.25,8.83,7.75,1.75,2.25,3,"YBEY"
"18250","ENST00000434291","5_49_1441",1403,10.5,13.75,15.42,3.58,5.08,5.58,1.67,2.83,1.58,1.75,0.5,2.5,"RP1-130H16.18"
"18251","ENST00000418047","5_49_700",656,3.5,3.25,4.58,1.25,2.08,2.92,1,1.5,1.25,1.75,0.5,2.5,"RP1-130H16.18"
"18252","ENST00000434987","5_43_697",659,3.5,3.25,4.58,0.75,2.08,2.42,1,1.5,2.25,1.75,0.5,2.5,"RP1-130H16.18"
"18253","ENST00000381975","7_67_1255",1197,13.5,13.75,14.25,10.25,8.25,8,4.25,4.5,5.25,1.75,1.5,3.75,"TMEM44"
"18254","ENST00000611882","1_429_1362",941,4.33,3.75,5,2.75,5.25,3.5,1.75,3.75,2.5,1.75,2.33,3.25,"ABHD18"
"18255","ENST00000473040","6_620_1664",1053,5.83,3.75,5,7.25,5.75,5.5,2.75,3.75,3.5,1.75,2.33,3.75,"ABHD18"
"18256","ENST00000281631","9_352_385",35,0.5,0.5,0.75,0,1.25,0.75,0.75,1.5,3.75,1.75,2,1.75,"PARP8"
"18257","ENST00000536805","5_17_461",450,2.37,4.03,4,3.75,2.12,2.78,2.95,2.42,1.95,1.75,0.92,1.28,"PTCD2"
"18258","ENST00000356738","6_34_1489",1466,3.75,3.75,5.25,3.5,3,2.25,2.5,5,3.25,1.75,3.5,4.75,"APBB3"
"18259","ENST00000412920","7_19_1453",1445,3.75,3.75,5.25,3.5,3,2.25,2.5,5,3.25,1.75,3.5,4.25,"APBB3"
"18260","ENST00000395523","5_475_1381",915,13.25,10,8.25,10.25,9.25,15,5.25,7.25,6.25,1.75,1.75,3,"PPT2"
"18261","ENST00000422437","5_192_1095",913,8.25,8,8.58,6.25,5.25,9,3.25,5.25,5.25,1.75,1.75,1,"PPT2-EGFL8"
"18262","ENST00000420316","6_245_1460",1226,28.5,31.75,33,33.25,34.25,29.5,9.25,10.25,8.25,1.75,2.75,1.5,"EGFR"
"18263","ENST00000316900","9_383_1448",1071,6.85,5.7,7.03,5.87,5.52,5.37,5.08,5.07,5.35,1.73,1.65,2.73,"STOML1"
"18264","ENST00000316911","10_126_1170",1049,5.85,5.7,7.03,5.87,5.27,5.37,4.08,4.57,5.35,1.73,1.4,2.73,"STOML1"
"18265","ENST00000541638","5_126_1320",1200,7.1,5.7,7.03,6.37,5.52,5.37,4.33,5.07,5.6,1.73,1.65,2.73,"STOML1"
"18266","ENST00000564777","5_75_1116",1046,5.85,5.7,7.03,5.87,5.27,5.37,4.08,4.57,5.35,1.73,1.4,2.73,"STOML1"
"18267","ENST00000640253","1_439_679",242,2.09,1.91,2.4,2.29,2.4,1.95,3.46,3.12,3.5,1.73,2.61,2.99,NA
"18268","ENST00000439822","6_1043_1097",56,3.75,3.6,2.27,2.42,2.65,3.1,2.07,3.55,3.9,1.72,3.4,2.2,"PLEKHB2"
"18269","ENST00000392474","6_471_1674",1218,7.25,7.21,8.79,8.36,7.96,5.14,3.14,1.43,1.02,1.71,0.91,0.29,"CAMKK2"
"18270","ENST00000638246","1_73_430",361,1.95,2.39,1.83,2.12,2.13,1.72,2,2.8,2.73,1.71,1.68,2.46,NA
"18271","ENST00000440866","6_594_837",244,2.63,2.33,2,1.83,1.17,2.73,1.3,2.57,1.9,1.7,1,1.73,"LDAH"
"18272","ENST00000314328","13_130_199",72,1.4,1.2,2,0.5,1.5,0.5,1.5,2,2,1.7,1.4,2.5,"SPECC1L"
"18273","ENST00000358654","2_72_141",72,1.4,1.2,2,0.5,1.5,0.5,1.5,2,2,1.7,1.4,2.5,"SPECC1L-ADORA2A"
"18274","ENST00000636942","1_1091_1685",602,5.98,8.65,7.67,6.42,7.08,6.76,5.77,5.51,5.43,1.69,1.79,2.62,NA
"18275","ENST00000354106","7_37_3013",3002,0.33,0.22,0.22,0.44,1.01,0.11,0.83,0.33,0.7,1.68,1.93,1.86,"SORBS1"
"18276","ENST00000371227","8_191_3989",3827,0.33,0.22,0.22,0.44,1.01,0.11,0.5,0.33,0.7,1.68,1.6,1.86,"SORBS1"
"18277","ENST00000371246","6_227_3644",3446,0.33,0.22,0.22,0.44,1.01,0.11,0.83,0.33,0.7,1.68,1.93,1.86,"SORBS1"
"18278","ENST00000371247","6_227_4067",3869,0.33,0.22,0.22,0.44,1.01,0.11,0.83,0.33,0.7,1.68,1.93,1.86,"SORBS1"
"18279","ENST00000415644","5_50_407",359,4.6,3.62,3.75,1.68,3.63,3.63,2.77,1.25,2.87,1.68,1.85,2.72,"NME6"
"18280","ENST00000372110","7_177_1743",1580,14.33,25,20,21,26.17,22.17,12.83,14.67,14.33,1.67,2.33,4,"MUTYH"
"18281","ENST00000372115","7_259_1822",1577,14.33,25,20,21,26.17,22.17,12.83,14.67,14.33,1.67,2.33,4,"MUTYH"
"18282","ENST00000354412","7_832_2101",1278,16.33,22.33,14.33,10.67,18.33,9.33,11.67,4.67,10,1.67,2,6.33,"LRP8"
"18283","ENST00000249601","8_258_516",259,120.33,154.33,110.67,109,78,82,22.33,27,21,1.67,2,2,"ARHGAP22"
"18284","ENST00000307534","8_946_2065",1125,3.33,7.67,4.83,6.67,5.5,6.17,2.67,0.83,1,1.67,1.33,0.67,"PANK1"
"18285","ENST00000322191","10_196_1093",901,2.33,4.67,4.33,2.67,4,3.67,0.67,0.33,0,1.67,1.33,0.67,"PANK1"
"18286","ENST00000342512","3_209_1283",1079,3.33,4.67,4.83,3.67,4.5,4.17,1.67,0.83,0,1.67,1.33,0.67,"PANK1"
"18287","ENST00000393104","6_287_341",57,0.33,1.83,1,0.33,1.83,1,0,1,1.17,1.67,1,2.67,"PDCD4"
"18288","ENST00000267868","7_281_1286",1015,16.75,15.83,17.5,14.83,13.42,9.75,2.75,4.67,2.25,1.67,1,2.08,"RAD51"
"18289","ENST00000564079","5_434_617",187,2.33,1,2,0.67,3,0.67,1.67,0.67,1.67,1.67,2.67,0.67,"TUBGCP4"
"18290","ENST00000261892","10_555_3585",3040,20,24.67,16.5,23,17.83,16.5,10.83,13,12.67,1.67,3,2.17,"SLC24A1"
"18291","ENST00000339868","10_807_3495",2697,17.5,21.67,15,21.5,12.83,13.5,9.33,12,11.67,1.67,2,1.67,"SLC24A1"
"18292","ENST00000460685","1_833_1223",393,15.33,13,13.58,14.5,13.83,11,11,10.33,7.67,1.67,2.33,2.67,"ARPIN"
"18293","ENST00000413459","7_70_1852",1794,16.33,19.33,15,14.33,17.67,18.33,10,12,10.33,1.67,3.33,0.67,"AMDHD2"
"18294","ENST00000568272","1_15_267",256,1,4,6.67,3,4.33,3.33,4.67,2.67,4,1.67,3.67,4.67,"DCTN5"
"18295","ENST00000301335","9_204_1797",1605,1.83,1.33,2.83,3.5,1,2.5,1.17,1.5,1.17,1.67,0,2.67,"SLC43A2"
"18296","ENST00000412517","3_257_1553",1305,1.33,1.33,1.33,3,1,2,0.67,1,0.67,1.67,0,1.67,"SLC43A2"
"18297","ENST00000571650","5_422_2027",1618,1.83,1.33,2.83,3.5,1,2.5,1.17,1.5,1.17,1.67,0,2.67,"SLC43A2"
"18298","ENST00000341871","7_466_946",485,3,2.67,2.67,2.33,5.17,4.67,4,3.33,3.33,1.67,0.33,0.33,"TMEM220"
"18299","ENST00000455996","6_173_623",454,3,2.67,2.67,2.33,5.17,4.67,4,3.33,3.33,1.67,0.33,0.33,"TMEM220"
"18300","ENST00000578345","1_136_526",393,3,2.67,2.67,2.33,4.67,4.67,4,3.33,3.33,1.67,0.33,0.33,"TMEM220"
"18301","ENST00000395726","8_1140_1176",38,4.67,5.5,5.17,5.33,8.67,6.33,3.83,4,3,1.67,1.5,1,"DRG2"
"18302","ENST00000324689","8_52_682",635,4.67,5,4,4.67,2.67,3.67,3,2.33,1,1.67,1,2,"RNF135"
"18303","ENST00000359238","6_206_314",112,1,0.5,0.92,0.25,0.33,0.83,1.75,2.83,2.25,1.67,1.33,1.25,"SNX11"
"18304","ENST00000427954","6_266_1964",1714,10.5,15.17,10.83,12.5,6.33,9.33,6.33,7.5,6.67,1.67,2.33,1.67,"ACSF2"
"18305","ENST00000502667","5_158_1817",1675,10.5,15.17,10.83,12.5,6.33,9.33,6.33,7.5,6.67,1.67,2.33,1.67,"ACSF2"
"18306","ENST00000504392","5_192_1761",1584,10,14.67,10.33,12,6.33,9.33,6.33,7,6.67,1.67,2.33,1.67,"ACSF2"
"18307","ENST00000584999","1_730_1642",917,4,6,2.67,8,11,6.33,5.33,2.67,2.67,1.67,1.33,4.33,"RECQL5"
"18308","ENST00000306704","10_58_247",192,6,5.83,10,6.5,9.33,6.17,5.67,6.17,8.5,1.67,2.33,5.67,"STRA13"
"18309","ENST00000392359","7_58_301",247,6,5.83,10,6.5,9.33,7.17,5.67,6.17,9.5,1.67,2.33,5.67,"STRA13"
"18310","ENST00000580435","5_32_206",177,6,5.33,10,6,9.33,5.67,5.67,5.67,8,1.67,2.33,5.67,"STRA13"
"18311","ENST00000383578","7_392_1289",907,7.33,7.67,6.67,7,5.67,3,1.33,5.33,5,1.67,2.33,2.67,"ENOSF1"
"18312","ENST00000578270","5_1074_1584",513,3,1.33,2,1.67,1,2,0.67,0.67,1.67,1.67,2.33,2.33,"ABHD3"
"18313","ENST00000597431","2_44_377",338,4.33,3.83,3.92,2.92,1.83,2.75,1.5,1.33,1.17,1.67,1.25,1.33,"PGPEP1"
"18314","ENST00000604499","6_85_598",519,5,3.5,4.58,3.25,1.5,3.08,2.5,2,1.17,1.67,0.58,1.33,"PGPEP1"
"18315","ENST00000252813","5_252_648",399,5.67,5.5,4.75,4.25,1.83,3.75,3.17,2.67,1.17,1.67,1.42,2.17,"PGPEP1"
"18316","ENST00000498327","5_2904_3168",266,3.83,4.08,1.75,3.92,1.92,5,0.67,1.25,1.33,1.67,3,2.67,NA
"18317","ENST00000535007","5_238_271",34,6.83,5.5,5.08,9,5,9,4.17,3.5,5.83,1.67,0.33,1,"STK25"
"18318","ENST00000440918","5_78_351",277,1,1.67,2,1,0.67,0.67,0.67,2.83,3.5,1.67,1.67,6.33,NA
"18319","ENST00000265261","10_637_1276",646,0.67,1.67,1.33,2,1,0.33,1.33,2,1.67,1.67,2.67,2.67,"ST3GAL6"
"18320","ENST00000397338","5_223_1060",845,15.33,20,18,14.67,14,15.33,6.33,5,3.33,1.67,1,2,"NADK2"
"18321","ENST00000506945","5_374_1277",912,15.33,20,18,14.67,14,15.33,6.33,5,3.33,1.67,1,2,"NADK2"
"18322","ENST00000353147","9_197_665",473,1.51,1.31,1.38,1.59,1.76,1.97,1.76,2.78,2.29,1.67,1.32,2.26,"HFE"
"18323","ENST00000342056","6_657_3252",2611,6.42,6.25,6.83,4.67,8.33,6,2.92,3.25,3,1.67,0.92,1.33,"KCNQ5"
"18324","ENST00000370398","5_368_2906",2553,6.42,6.25,6.83,4.67,8.33,6,2.92,3.25,3,1.67,0.92,1.33,"KCNQ5"
"18325","ENST00000629977","2_277_2788",2525,6.42,6.25,6.83,4.67,8.33,6,2.92,3.25,3,1.67,0.92,1.33,"KCNQ5"
"18326","ENST00000374140","6_2280_3804",1531,277.33,280.5,300,80.17,72.17,63.17,9.83,7.67,14.17,1.67,3.33,2,"RGS3"
"18327","ENST00000480876","2_468_1110",648,5.33,2.67,4.67,4.67,2,2.67,3.67,6.67,5.33,1.67,2.33,8.33,"DDX31"
"18328","ENST00000372057","1_656_1268",617,8.5,14,9.67,9.33,10.5,10.83,2.67,2.33,1,1.67,0.33,1.67,"AMMECR1"
